scenario,governance_setting,governance_delta,governance_theta,governance_R_max,seed,run_length,cumulative_revenue,revenue_per_vehicle,fleet_utilization,unmet_demand_rate,avg_unmet_demand,price_volatility,spatial_imbalance,imbalance_persistence,oscillation_index,overload_frequency,low_idle_frequency,peak_unmet_demand,delta_intervention,adaptive_active_ratio,service_rate,demand_supply_mismatch,persistence_demand_supply_mismatch,vehicle_concentration
adaptive_delta_2.0_repeated_shocks,adaptive_delta_2.0,none,none,none,27,500,169401.39330558927,1411.6782775465772,0.4190833333333333,0.4196438150413046,15.646,5.561212074283748,0.11441111111111112,0.03,0.2080808080808081,0.586,0.0,82,2.0,0.08,0.5803561849586953,0.11441111111111112,0.03,15.831028657639932
adaptive_delta_2.0_repeated_shocks,adaptive_delta_2.0,none,none,none,28,500,167919.4330605426,1399.328608837855,0.4187833333333333,0.418564859373329,15.656,5.278947700254585,0.11467777777777778,0.02,0.1911468812877263,0.6,0.0,75,2.0,0.1,0.5814351406266709,0.11467777777777778,0.02,15.691638597437263
adaptive_delta_2.0_repeated_shocks,adaptive_delta_2.0,none,none,none,29,500,162982.64890526698,1358.1887408772247,0.43165,0.417904204141393,15.984,5.075872762330747,0.11306111111111111,0.036,0.206060606060606,0.59,0.0,82,2.0,0.112,0.582095795858607,0.11306111111111111,0.036,15.37424995670652
adaptive_delta_2.0_repeated_shocks,adaptive_delta_2.0,none,none,none,30,500,173543.73868790327,1446.197822399194,0.4168833333333333,0.4600610213574751,18.396,4.9777532012164825,0.11889444444444444,0.08,0.2141414141414141,0.634,0.0,96,2.0,0.17,0.5399389786425248,0.11889444444444444,0.08,16.443785438465543
adaptive_delta_2.0_repeated_shocks,adaptive_delta_2.0,none,none,none,31,500,166746.7673235906,1389.556394363255,0.4238666666666666,0.4295913088463528,16.608,6.279067990739845,0.11435555555555556,0.066,0.2267206477732793,0.57,0.0,88,2.0,0.13,0.5704086911536472,0.11435555555555556,0.066,15.617067080233822
adaptive_delta_2.0_repeated_shocks,adaptive_delta_2.0,none,none,none,32,500,169293.77586955696,1410.7814655796417,0.4377,0.4535967921155611,18.778,4.898917501387556,0.11545277777777778,0.072,0.2190669371196754,0.592,0.002,105,2.0,0.118,0.5464032078844389,0.11545277777777778,0.072,15.307067691776023
adaptive_delta_2.0_repeated_shocks,adaptive_delta_2.0,none,none,none,33,500,178063.53786333094,1483.862815527758,0.4199833333333333,0.4168838219326818,15.358,6.4516180898841125,0.11424722222222222,0.044,0.1898989898989899,0.608,0.0,65,2.0,0.1,0.5831161780673182,0.11424722222222222,0.044,15.75587549918928
adaptive_delta_2.0_repeated_shocks,adaptive_delta_2.0,none,none,none,34,500,155930.34242116532,1299.4195201763775,0.42665,0.4170750988142293,15.828,5.303464832795073,0.11374166666666667,0.044,0.2092555331991951,0.582,0.0,100,2.0,0.098,0.5829249011857707,0.11374166666666667,0.044,15.83260261279767
adaptive_delta_2.0_repeated_shocks,adaptive_delta_2.0,none,none,none,35,500,174114.75757318136,1450.9563131098446,0.4243833333333333,0.4137398070671001,15.526,5.520440711688137,0.11340277777777778,0.046,0.1897959183673469,0.602,0.0,65,2.0,0.134,0.5862601929328999,0.11340277777777778,0.046,15.439338211350517
adaptive_delta_2.0_repeated_shocks,adaptive_delta_2.0,none,none,none,36,500,168658.89489174305,1405.4907907645254,0.4179333333333333,0.4271348847004317,16.226,6.288897936004918,0.11553333333333334,0.042,0.2132796780684104,0.604,0.0,97,2.0,0.116,0.5728651152995683,0.11553333333333334,0.042,16.20221887216121
adaptive_delta_2.0_repeated_shocks,adaptive_delta_2.0,none,none,none,37,500,167996.1801806645,1399.968168172204,0.4312333333333333,0.4040960376450457,15.114,5.441240193787825,0.11167222222222223,0.028,0.1690427698574338,0.594,0.0,78,2.0,0.048,0.5959039623549542,0.11167222222222223,0.028,15.283950081180235
adaptive_delta_2.0_repeated_shocks,adaptive_delta_2.0,none,none,none,38,500,159055.25889074843,1325.4604907562368,0.4246666666666667,0.3950732943899482,14.338,5.436284082685716,0.11215555555555556,0.036,0.2374245472837022,0.58,0.0,80,2.0,0.078,0.6049267056100518,0.11215555555555556,0.036,15.663485645626807
adaptive_delta_2.0_repeated_shocks,adaptive_delta_2.0,none,none,none,39,500,163590.8595621505,1363.257163017921,0.42895,0.4230273004076998,16.394,5.781125444174597,0.114425,0.052,0.1930894308943089,0.57,0.0,117,2.0,0.1,0.5769726995923001,0.114425,0.052,15.273376373115065
adaptive_delta_2.0_repeated_shocks,adaptive_delta_2.0,none,none,none,40,500,161697.5989960034,1347.4799916333616,0.42615,0.4182335282035077,15.882,6.19477226247841,0.11376944444444445,0.064,0.1939393939393939,0.57,0.0,81,2.0,0.124,0.5817664717964923,0.11376944444444445,0.064,15.521238083605407
adaptive_delta_2.0_repeated_shocks,adaptive_delta_2.0,none,none,none,41,500,171466.26352297803,1428.8855293581505,0.4257666666666667,0.444159113796576,17.642,6.100849943144907,0.11619444444444445,0.08,0.2231237322515213,0.576,0.002,97,2.0,0.15,0.555840886203424,0.11619444444444445,0.08,16.04463975197846
adaptive_delta_2.0_repeated_shocks,adaptive_delta_2.0,none,none,none,42,500,157199.92104302094,1309.9993420251744,0.4267666666666667,0.4167107071134129,15.77,4.947077315966096,0.11354722222222223,0.034,0.187122736418511,0.606,0.004,105,2.0,0.098,0.583289292886587,0.11354722222222223,0.034,15.683150550410707
adaptive_delta_2.0_repeated_shocks,adaptive_delta_2.0,none,none,none,43,500,166982.95420968474,1391.5246184140394,0.4293833333333333,0.4660338463013567,19.442,4.751163724053769,0.11755833333333333,0.078,0.2363636363636363,0.608,0.0,101,2.0,0.136,0.5339661536986433,0.11755833333333333,0.078,15.927288650709622
adaptive_delta_2.0_repeated_shocks,adaptive_delta_2.0,none,none,none,44,500,164783.48438320015,1373.1957031933346,0.4376,0.4529041626331074,18.714,5.167919934174415,0.11545833333333333,0.064,0.2306122448979591,0.616,0.0,102,2.0,0.13,0.5470958373668926,0.11545833333333333,0.064,15.418357845271917
adaptive_delta_2.0_repeated_shocks,adaptive_delta_2.0,none,none,none,45,500,160553.34814194636,1337.944567849553,0.4396,0.3886766051342769,14.444,5.027490837332333,0.10963611111111111,0.018,0.2235772357723577,0.564,0.0,76,2.0,0.05,0.6113233948657231,0.10963611111111111,0.018,15.195824477940372
adaptive_delta_2.0_repeated_shocks,adaptive_delta_2.0,none,none,none,46,500,178127.98729799743,1484.3998941499783,0.41975,0.4114112488496725,15.2,5.996618523049997,0.11406111111111111,0.016,0.1825557809330628,0.572,0.0,70,2.0,0.086,0.5885887511503275,0.11406111111111111,0.016,15.691843192675984
adaptive_delta_2.0_repeated_shocks,adaptive_delta_2.0,none,none,none,47,500,176068.42063887772,1467.2368386573144,0.4392666666666666,0.4511008952334865,18.644,5.627504350498416,0.11502777777777778,0.066,0.2217741935483871,0.61,0.0,100,2.0,0.094,0.5488991047665135,0.11502777777777778,0.066,15.44012025678753
adaptive_delta_2.0_repeated_shocks,adaptive_delta_2.0,none,none,none,48,500,167085.53524159655,1392.379460346638,0.43175,0.3948098580055492,14.514,6.36037921278219,0.11073333333333334,0.028,0.1795918367346938,0.56,0.006,79,2.0,0.092,0.6051901419944508,0.11073333333333334,0.028,15.542777158519078
adaptive_delta_2.0_repeated_shocks,adaptive_delta_2.0,none,none,none,49,500,148254.30836347726,1235.452569695644,0.4374833333333333,0.4155323848168883,16.18,5.416841894064636,0.11224722222222222,0.048,0.2138492871690427,0.542,0.004,118,2.0,0.088,0.5844676151831116,0.11224722222222222,0.048,15.399736346818182
adaptive_delta_2.0_repeated_shocks,adaptive_delta_2.0,none,none,none,50,500,163578.51760148333,1363.1543133456944,0.4347333333333333,0.4270892187580256,16.63,5.05066059307072,0.112925,0.042,0.2028112449799196,0.588,0.0,101,2.0,0.116,0.5729107812419745,0.112925,0.042,15.416114001682544
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,1,500,172465.70516667876,1437.214209722323,0.4244166666666666,0.4318181818181818,16.796,5.181077393359677,0.11512777777777779,0.052,0.219959266802444,0.568,0.0,83,3.0,0.1,0.5681818181818181,0.11512777777777779,0.052,15.678696069964039
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,2,500,151474.42756146376,1262.2868963455314,0.4382666666666667,0.3786833169021799,13.828,5.612459040606914,0.10917500000000001,0.016,0.1934826883910387,0.55,0.0,78,3.0,0.048,0.6213166830978201,0.10917500000000001,0.016,15.230114489037568
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,3,500,180619.41152686745,1505.1617627238954,0.4199166666666666,0.4182282793867121,15.712,5.421551638445954,0.11438055555555555,0.03,0.2089249492900608,0.616,0.0,67,3.0,0.12,0.581771720613288,0.11438055555555555,0.03,15.415828586576213
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,4,500,191550.72645891405,1596.2560538242838,0.4158333333333333,0.4320008460236886,16.34,5.868631294406305,0.11566388888888889,0.066,0.2454728370221328,0.566,0.0,84,3.0,0.108,0.5679991539763114,0.11566388888888889,0.066,15.776768723957865
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,5,500,165872.5882481877,1382.2715687348975,0.4362,0.4106826472120896,15.762,5.704638228796851,0.11211388888888889,0.042,0.1821862348178137,0.566,0.0,70,3.0,0.088,0.5893173527879103,0.11211388888888889,0.042,15.097375546252353
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,6,500,152356.2060470789,1269.635050392324,0.43175,0.3936940318515738,14.684,5.250476910135811,0.11131388888888889,0.022,0.2242424242424242,0.548,0.0,102,3.0,0.048,0.6063059681484262,0.11131388888888889,0.022,15.569953880248786
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,7,500,174881.25665289597,1457.3438054407998,0.4289333333333333,0.4152645181707896,15.746,5.836786980930192,0.11328333333333333,0.054,0.2107438016528925,0.6,0.0,75,3.0,0.08,0.5847354818292104,0.11328333333333333,0.054,15.168555325360533
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,8,500,151933.76385475206,1266.1146987896004,0.4341666666666666,0.3789814154925717,13.826,5.988662124498223,0.109575,0.034,0.2112676056338028,0.548,0.0,83,3.0,0.056,0.6210185845074283,0.109575,0.034,15.508306685916903
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,9,500,172274.05771880268,1435.617147656689,0.4138166666666666,0.4448391248391248,17.282,5.191014546681801,0.11787500000000001,0.08,0.2408906882591093,0.64,0.0,87,3.0,0.174,0.5551608751608752,0.11787500000000001,0.08,16.39376867002525
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,10,500,177787.35346205687,1481.561278850474,0.4167833333333333,0.4505742411812961,17.576,5.389579880341656,0.11759444444444445,0.07,0.22920892494929,0.614,0.0,79,3.0,0.148,0.5494257588187039,0.11759444444444445,0.07,16.54280109386191
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,11,500,172223.84178643444,1435.1986815536204,0.4329166666666666,0.4072292976800719,15.412,5.662040298306223,0.11181111111111111,0.046,0.2105263157894736,0.574,0.0,91,3.0,0.094,0.5927707023199281,0.11181111111111111,0.046,15.524975201863304
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,12,500,158918.4172362754,1324.3201436356285,0.4314,0.4119380987472365,15.652,5.47948811117933,0.11167222222222223,0.046,0.2036659877800407,0.542,0.002,105,3.0,0.066,0.5880619012527635,0.11167222222222223,0.046,15.458480174272822
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,13,500,163085.62000709528,1359.0468333924607,0.42845,0.3851216814159292,13.926,5.5751413524730875,0.11073333333333334,0.016,0.2312373225152129,0.534,0.002,69,3.0,0.074,0.6148783185840707,0.11073333333333334,0.016,15.096420612935564
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,14,500,162217.00472047506,1351.8083726706254,0.4306666666666666,0.4060819087181125,15.25,5.504607077294579,0.11220833333333334,0.03,0.2188755020080321,0.55,0.0,74,3.0,0.08,0.5939180912818874,0.11220833333333334,0.03,15.407975197047806
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,15,500,161358.15091798504,1344.651257649875,0.42465,0.4349583098879738,17.006,4.992943228122682,0.11501666666666667,0.042,0.2289156626506024,0.558,0.0,105,3.0,0.124,0.5650416901120262,0.11501666666666667,0.042,15.740843528711727
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,16,500,160337.07821933387,1336.142318494449,0.4337166666666666,0.4082489373983313,15.56,5.144650805052008,0.11214444444444445,0.036,0.2352941176470588,0.558,0.0,78,3.0,0.088,0.5917510626016687,0.11214444444444445,0.036,15.858869083435028
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,17,500,179231.01048368902,1493.591754030742,0.42815,0.4848654186458042,20.824,5.090422595244788,0.11974722222222223,0.09,0.2414486921529175,0.634,0.0,112,3.0,0.172,0.5151345813541958,0.11974722222222223,0.09,15.876932881762377
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,18,500,152996.0776829139,1274.9673140242824,0.4302833333333333,0.4009315273836929,14.978,5.549955955941097,0.11197777777777779,0.056,0.2388663967611336,0.544,0.0,80,3.0,0.112,0.5990684726163071,0.11197777777777779,0.056,15.867862658529987
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,19,500,157565.9765012345,1313.049804176954,0.4386833333333333,0.3728309370352008,13.536,5.803911093332472,0.10885833333333333,0.002,0.2217741935483871,0.556,0.0,73,3.0,0.032,0.6271690629647992,0.10885833333333333,0.002,15.580986841262117
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,20,500,170761.20286113216,1423.010023842768,0.4241166666666666,0.4232521602513747,16.164,5.545240975342074,0.11437777777777779,0.042,0.2551020408163265,0.55,0.0,104,3.0,0.086,0.5767478397486253,0.11437777777777779,0.042,15.917291877946022
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,21,500,176641.5377914383,1472.0128149286527,0.4094,0.4429864013968993,16.744,5.38845050872709,0.11756666666666667,0.074,0.1995926680244399,0.612,0.0,90,3.0,0.142,0.5570135986031006,0.11756666666666667,0.074,16.295246797574507
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,22,500,192918.0333823684,1607.6502781864033,0.42235,0.4339231048617236,16.726,7.012318650728776,0.11519166666666666,0.048,0.1951710261569416,0.584,0.0,82,3.0,0.12,0.5660768951382764,0.11519166666666666,0.048,15.412881711176512
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,23,500,151676.73186273087,1263.9727655227573,0.4397166666666666,0.3757898785647563,13.678,5.185451065945449,0.10867222222222223,0.018,0.214859437751004,0.538,0.0,75,3.0,0.046,0.6242101214352437,0.10867222222222223,0.018,15.179442924077511
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,24,500,171061.9134213654,1425.515945178045,0.41935,0.4129515131793036,15.228,5.739995407158573,0.11424166666666667,0.04,0.1935483870967742,0.592,0.0,85,3.0,0.126,0.5870484868206964,0.11424166666666667,0.04,15.484312638333934
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,25,500,180091.4874827702,1500.7623956897517,0.4255166666666666,0.4890958442530887,20.902,5.087498364969802,0.11994166666666667,0.12,0.2388663967611336,0.594,0.0,116,3.0,0.168,0.5109041557469113,0.11994166666666667,0.12,16.23206865883966
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,26,500,167322.21076127616,1394.351756343968,0.4368166666666667,0.4201413789570741,16.404,5.641819804499369,0.11240277777777778,0.04,0.1875,0.556,0.0,89,3.0,0.076,0.579858621042926,0.11240277777777778,0.04,15.213739826883575
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,27,500,179642.40782192443,1497.0200651827038,0.4166833333333333,0.4758516496905307,19.528,5.367564942884216,0.12043333333333334,0.084,0.2303030303030303,0.618,0.0,103,3.0,0.168,0.5241483503094693,0.12043333333333334,0.084,16.25317453438663
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,28,500,153296.9331531404,1277.4744429428365,0.4395833333333333,0.3792578082489933,13.94,5.214295619447161,0.10893888888888889,0.016,0.2193158953722334,0.554,0.0,79,3.0,0.05,0.6207421917510066,0.10893888888888889,0.016,15.322684276569154
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,29,500,147287.79708201587,1227.398309016799,0.4420166666666666,0.3855846235985051,14.444,4.5942566647580385,0.1094,0.026,0.206060606060606,0.554,0.0,99,3.0,0.062,0.6144153764014949,0.1094,0.026,15.024406891258833
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,30,500,180012.60556311326,1500.1050463592771,0.4295,0.418664563617245,15.926,5.425051031996916,0.11321944444444444,0.014,0.1919191919191919,0.652,0.0,65,3.0,0.06,0.581335436382755,0.11321944444444444,0.014,15.312243639964581
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,31,500,170936.80242816225,1424.4733535680186,0.4336166666666666,0.4321592804083076,17.104,4.815008172981641,0.11396944444444444,0.052,0.2348178137651821,0.56,0.002,113,3.0,0.104,0.5678407195916924,0.11396944444444444,0.052,15.823859466834504
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,32,500,175509.9181019044,1462.5826508492032,0.4089333333333333,0.4401284109149277,16.452,5.785144565727191,0.11710833333333334,0.074,0.2129817444219067,0.642,0.002,85,3.0,0.148,0.5598715890850723,0.11710833333333334,0.074,16.501948161167043
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,33,500,173301.33297814446,1444.1777748178706,0.4392833333333333,0.4547597287026793,18.908,5.811533989392697,0.11533055555555556,0.078,0.1676767676767676,0.59,0.0,114,3.0,0.132,0.5452402712973208,0.11533055555555556,0.078,15.628028283586385
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,34,500,157942.927757443,1316.1910646453582,0.4259833333333333,0.4118242343541944,15.464,5.642822511640193,0.11355555555555556,0.062,0.2334004024144869,0.596,0.0,83,3.0,0.13,0.5881757656458055,0.11355555555555556,0.062,15.823096698727348
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,35,500,168011.10065580613,1400.092505465051,0.4301166666666666,0.4086541014069551,15.394,6.023339228589554,0.11219444444444444,0.034,0.1795918367346938,0.566,0.0,84,3.0,0.092,0.5913458985930449,0.11219444444444444,0.034,15.432906050130459
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,36,500,156100.54897086983,1300.837908090582,0.4369833333333333,0.3830851121028012,14.25,5.787467506000191,0.11019166666666667,0.014,0.2253521126760563,0.536,0.0,69,3.0,0.062,0.6169148878971988,0.11019166666666667,0.014,15.499167173562716
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,37,500,165345.00271812035,1377.8750226510028,0.4335666666666666,0.4232941298378322,16.34,5.322077712097183,0.11291111111111111,0.05,0.2097759674134419,0.616,0.0,91,3.0,0.092,0.5767058701621678,0.11291111111111111,0.05,15.695472651104126
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,38,500,153540.0778913221,1279.5006490943508,0.4205666666666666,0.4202070879590094,15.746,5.616301051870574,0.11473888888888889,0.058,0.2253521126760563,0.614,0.0,104,3.0,0.116,0.5797929120409906,0.11473888888888889,0.058,15.426016732502616
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,39,500,186662.2479777049,1555.5187331475406,0.4222833333333333,0.4459157787924911,17.578,6.609842085164172,0.11693611111111112,0.054,0.1971544715447154,0.636,0.0,105,3.0,0.14,0.5540842212075089,0.11693611111111112,0.054,15.648595829663062
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,40,500,170202.55492411106,1418.354624367592,0.4279833333333333,0.4400606213690325,17.422,6.140926481766338,0.115275,0.086,0.2242424242424242,0.59,0.0,84,3.0,0.144,0.5599393786309674,0.115275,0.086,15.445304925220348
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,41,500,168904.22270167916,1407.5351891806597,0.42275,0.4144402035623409,15.636,5.898611940976846,0.11392222222222223,0.062,0.2231237322515213,0.576,0.0,100,3.0,0.112,0.5855597964376591,0.11392222222222223,0.062,15.619871102153997
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,42,500,154541.7585720397,1287.847988100331,0.4328,0.3880982471564371,14.126,5.83468760020188,0.11012777777777778,0.038,0.2173038229376257,0.554,0.002,67,3.0,0.07,0.6119017528435629,0.11012777777777778,0.038,15.471782294910303
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,43,500,186545.31609875237,1554.5443008229363,0.4306666666666666,0.4300909511330353,16.74,5.183530279072546,0.11372777777777777,0.02,0.1979797979797979,0.62,0.006,90,3.0,0.094,0.5699090488669647,0.11372777777777777,0.02,15.493855681528373
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,44,500,180780.6772167449,1506.5056434728738,0.43565,0.4335773009825546,17.298,5.660480466442605,0.11356111111111111,0.04,0.2,0.538,0.0,100,3.0,0.086,0.5664226990174454,0.11356111111111111,0.04,15.530351260877156
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,45,500,168871.02615683555,1407.258551306963,0.43285,0.383636064314328,13.982,5.391327455089871,0.11006388888888889,0.004,0.1768292682926829,0.57,0.004,75,3.0,0.026,0.6163639356856719,0.11006388888888889,0.004,15.019848552578946
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,46,500,171041.2713721935,1425.3439281016124,0.4326,0.4363289295222786,17.372,5.639161993523967,0.11438611111111112,0.072,0.2312373225152129,0.586,0.004,103,3.0,0.144,0.5636710704777215,0.11438611111111112,0.072,15.535011819357834
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,47,500,169283.0566882579,1410.6921390688158,0.4341666666666666,0.4441398217957505,18.144,5.140386395439895,0.11493611111111111,0.074,0.1935483870967742,0.578,0.0,109,3.0,0.104,0.5558601782042495,0.11493611111111111,0.074,15.233074205541806
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,48,500,148460.37825918538,1237.1698188265448,0.4322,0.3844300886893682,14.044,5.6263433900726545,0.10995555555555556,0.058,0.2061224489795918,0.54,0.002,79,3.0,0.088,0.6155699113106318,0.10995555555555556,0.058,15.213531786939154
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,49,500,162947.64724139558,1357.8970603449632,0.4364,0.3985734816628519,14.976,4.739142092038054,0.11104722222222223,0.032,0.1731160896130346,0.584,0.0,72,3.0,0.054,0.6014265183371481,0.11104722222222223,0.032,15.25788234546298
adaptive_delta_3.0_repeated_shocks,adaptive_delta_3.0,none,none,none,50,500,167298.3816610395,1394.1531805086624,0.4388166666666667,0.427570564516129,16.966,5.500955260624891,0.11269444444444444,0.05,0.2008032128514056,0.578,0.0,98,3.0,0.114,0.572429435483871,0.11269444444444444,0.05,15.379747563442685
