scenario,governance_setting,governance_delta,governance_theta,governance_R_max,seed,run_length,cumulative_revenue,revenue_per_vehicle,fleet_utilization,unmet_demand_rate,service_rate,avg_unmet_demand,price_volatility,spatial_imbalance,demand_supply_mismatch,imbalance_persistence,persistence_demand_supply_mismatch,vehicle_concentration,oscillation_index,overload_frequency,low_idle_frequency,peak_unmet_demand,trips_served,avg_price,avg_idle_vehicles,avg_price_C,avg_price_A,avg_price_R1
governance,d2.0_t1.0_r10,2.0,1.0,10,12,500,36764.19852917541,459.5524816146926,0.460825,0.23684210526315788,0.7631578947368421,4.86,2.0715638884873115,0.09753333333333333,0.09753333333333333,0.0,0.0,12.501321421555822,0.321285140562249,0.28,0.0,20,7830,7.2059920037547744,40.768,1.1569104000000001,3.905318774447552,9.317915058344715
governance,d2.0_t1.0_r10,2.0,1.0,10,13,500,39335.9758284108,491.699697855135,0.450675,0.24077746925823085,0.7592225307417692,4.856,1.7473063619322233,0.0992875,0.0992875,0.0,0.0,12.776149231074486,0.37349397590361444,0.32,0.0,17,7656,8.14669532168048,41.674,1.128,4.074403658637377,10.34859445004414
governance,d2.0_t1.0_r10,2.0,1.0,10,14,500,38367.20744262033,479.59009303275417,0.441275,0.25191447041272996,0.74808552958727,5.066,2.293812597460547,0.1010875,0.1010875,0.0,0.0,13.078013096793203,0.3273092369477912,0.366,0.0,19,7522,7.797081590728346,42.312,1.242815026008,5.54725107438108,9.71620047971416
governance,d2.0_t1.0_r10,2.0,1.0,10,15,500,38219.7776676623,477.74722084577877,0.436925,0.24533629121710196,0.754663708782898,4.866,2.0098228893802697,0.1014875,0.1014875,0.0,0.0,13.423239595262604,0.35542168674698793,0.34,0.0,16,7484,8.03355670205276,42.722,1.181796,4.363421178003706,10.263177573179075
governance,d2.0_t1.0_r10,2.0,1.0,10,16,500,37862.96902381188,473.2871127976485,0.4503,0.24067495559502664,0.7593250444049734,4.878,2.173671124156913,0.09918333333333333,0.09918333333333333,0.0,0.0,12.93627416346008,0.3433734939759036,0.314,0.0,20,7695,7.750008728404561,41.506,1.155741,3.989184385181714,9.574257994559519
governance,d2.0_t1.0_r10,2.0,1.0,10,17,500,39230.524688849306,490.3815586106163,0.452675,0.23678689179738235,0.7632131082026177,4.74,1.8922159089060913,0.0983125,0.0983125,0.0,0.0,12.805950777849453,0.3232931726907631,0.3,0.0,17,7639,8.041049921189053,41.24,1.16856,4.016380250471195,10.162417762469403
governance,d2.0_t1.0_r10,2.0,1.0,10,18,500,37247.01299761957,465.5876624702446,0.4381,0.2472967561073288,0.7527032438926712,4.94,2.0040307345009065,0.10135,0.10135,0.0,0.0,13.106008580254942,0.3413654618473896,0.322,0.0,18,7518,7.618636851041942,42.462,1.13458,4.855335726817381,10.862996783812857
governance,d2.0_t1.0_r10,2.0,1.0,10,19,500,36553.23271054102,456.9154088817628,0.459875,0.24057886557886557,0.7594211344211345,4.954,2.1385288547029635,0.09754166666666667,0.09754166666666667,0.0,0.0,12.483364109505962,0.36947791164658633,0.306,0.0,18,7819,7.286991144262199,40.654,1.188685548384,4.015769425984336,11.514590125779486
governance,d2.0_t1.0_r10,2.0,1.0,10,20,500,37663.24228264082,470.7905285330103,0.435375,0.25375541889303355,0.7462445811069665,5.034,2.1484139077100317,0.10214166666666667,0.10214166666666667,0.0,0.0,13.274280334563931,0.36947791164658633,0.344,0.0,15,7402,7.884535183864839,42.846,1.128,5.467304386136221,9.589560430752645
governance,d2.0_t1.0_r10,2.0,1.0,10,21,500,34845.77957934307,435.5722447417884,0.465175,0.23102342307318496,0.7689765769268151,4.754,1.830086227167691,0.09642916666666666,0.09642916666666666,0.0,0.0,12.341049243581535,0.3514056224899598,0.296,0.0,18,7912,6.826573938473552,40.304,1.128,3.5826157474710225,8.376288098995081
governance,d2.0_t1.0_r10,2.0,1.0,10,22,500,41393.384783260655,517.4173097907582,0.44445,0.25392722211175184,0.7460727778882481,5.108,2.5633036398661724,0.10048750000000001,0.10048750000000001,0.0,0.0,13.214519053119288,0.36947791164658633,0.34,0.0,19,7504,8.553961089103607,41.974,1.19670432,5.129311911709883,10.986067533545711
governance,d2.0_t1.0_r10,2.0,1.0,10,23,500,37014.61770150746,462.68272126884324,0.458825,0.23929056018608258,0.7607094398139174,4.938,1.6379566035503017,0.09769583333333333,0.09769583333333333,0.0,0.0,12.675988881663239,0.3433734939759036,0.3,0.0,26,7849,7.183307932322722,40.764,1.128,4.156511098855489,9.202867676922356
governance,d2.0_t1.0_r10,2.0,1.0,10,24,500,41501.97104581727,518.7746380727159,0.433325,0.25812638804764787,0.7418736119523521,5.114,1.8583194202238364,0.1020875,0.1020875,0.0,0.0,13.602673465666028,0.3393574297188755,0.354,0.0,21,7349,8.952315657556857,42.658,1.13458,4.880983254294305,13.229214564788116
governance,d2.0_t1.0_r10,2.0,1.0,10,25,500,36532.88177325296,456.66102216566196,0.45025,0.2454988560628668,0.7545011439371332,4.936,1.9220849997233385,0.09929166666666667,0.09929166666666667,0.0,0.0,12.570259121209126,0.3092369477911647,0.322,0.0,17,7585,7.565763566157648,41.552,1.128,3.8242641387388976,11.795119007945017
governance,d2.0_t1.0_r10,2.0,1.0,10,26,500,37922.14447658293,474.0268059572866,0.442925,0.24395604395604395,0.756043956043956,4.884,2.1754094837027003,0.10057083333333333,0.10057083333333333,0.0,0.0,13.044240459702651,0.35542168674698793,0.33,0.0,16,7568,7.94571860212424,42.214,1.15916,3.9860265588707073,9.46192746643628
governance,d2.0_t1.0_r10,2.0,1.0,10,27,500,37379.23264581768,467.24040807272104,0.45975,0.23831365277642236,0.7616863472235776,4.884,1.6485672160978562,0.097425,0.097425,0.0,0.0,12.653924509587483,0.40562248995983935,0.308,0.0,21,7805,7.419689744902968,40.702,1.2083878239999999,3.695017827342979,11.629872658254193
governance,d2.0_t1.0_r10,2.0,1.0,10,28,500,37688.77011009725,471.1096263762156,0.451825,0.2367536575721629,0.7632463424278371,4.79,1.974916685530499,0.09874166666666667,0.09874166666666667,0.002,0.002,12.696198251929678,0.3534136546184739,0.298,0.0,19,7721,7.632116934603911,41.444,1.17944352,4.2855537330486015,9.233132349798385
governance,d2.0_t1.0_r10,2.0,1.0,10,29,500,35715.49635325474,446.44370441568424,0.441175,0.2511456465431361,0.7488543534568639,5.042,1.8698856230633514,0.10104166666666667,0.10104166666666667,0.0,0.0,13.098905869907487,0.3433734939759036,0.328,0.0,17,7517,7.520090186260305,42.22,1.128,3.7771622367798607,11.108734315153756
governance,d2.0_t1.0_r10,2.0,1.0,10,30,500,37595.4791419253,469.9434892740663,0.44875,0.2480916030534351,0.7519083969465649,5.07,1.9392047502335543,0.09940833333333333,0.09940833333333333,0.0,0.0,12.700640015827403,0.3192771084337349,0.336,0.0,19,7683,7.493060846094795,41.398,1.12898,4.6408884756541555,9.786548544828639
governance,d2.0_t1.0_r10,2.0,1.0,10,31,500,39695.43651098343,496.1929563872929,0.43315,0.25717727363983134,0.7428227263601687,5.124,1.9112082894317717,0.10249166666666666,0.10249166666666666,0.002,0.002,13.396829625523958,0.3714859437751004,0.352,0.0,17,7400,8.475117189696103,42.89,1.2614600358296,4.576555799135984,13.283663808080858
governance,d2.0_t1.0_r10,2.0,1.0,10,32,500,36319.65888905589,453.99573611319863,0.45485,0.24008268530367163,0.7599173146963284,4.878,2.0983361698777574,0.098425,0.098425,0.0,0.0,12.33168505581357,0.3514056224899598,0.314,0.0,18,7720,7.418689387425114,41.15,1.213709712336,3.3413897362409473,10.266106114938767
governance,d2.0_t1.0_r10,2.0,1.0,10,33,500,39295.50437448154,491.1938046810193,0.429675,0.2571573604060914,0.7428426395939086,5.066,2.035612774527165,0.10275833333333334,0.10275833333333334,0.0,0.0,13.595724514172193,0.3373493975903614,0.346,0.0,18,7317,8.54274323439428,43.068,1.1516,4.746517620896944,11.07380856288042
governance,d2.0_t1.0_r10,2.0,1.0,10,34,500,39209.165721718964,490.11457152148705,0.441075,0.24942654831953726,0.7505734516804627,5.002,1.6823349082397576,0.10112083333333334,0.10112083333333334,0.0,0.0,13.156883854669843,0.38353413654618473,0.334,0.0,20,7526,8.055372767945755,42.374,1.16679079,4.744039260002299,10.360493782354707
governance,d2.0_t1.0_r10,2.0,1.0,10,35,500,35878.950175873506,448.4868771984188,0.44295,0.24325674325674326,0.7567432567432567,4.87,1.8097803176375074,0.10051666666666667,0.10051666666666667,0.0,0.0,13.286132166980035,0.3473895582329317,0.326,0.0,17,7575,7.56235217630282,42.224,1.128,3.909613265773063,10.185791113104765
governance,d2.0_t1.0_r10,2.0,1.0,10,36,500,37049.626602591394,463.1203325323924,0.43125,0.24426078971533516,0.7557392102846648,4.788,2.3352366189414164,0.1020625,0.1020625,0.0,0.0,13.261687041536039,0.3634538152610442,0.352,0.0,16,7407,7.930523835447245,43.052,1.128,5.036085602570835,12.325609852353708
governance,d2.0_t1.0_r10,2.0,1.0,10,37,500,36345.017509948026,454.3127188743503,0.44865,0.23929747530186607,0.7607025246981339,4.796,1.8811457261837803,0.09937916666666667,0.09937916666666667,0.0,0.0,12.83479908947377,0.3473895582329317,0.304,0.0,16,7623,7.466321148718013,41.742,1.2346582,3.842123647811268,11.568860468490268
governance,d2.0_t1.0_r10,2.0,1.0,10,38,500,35762.36608903144,447.02957611289304,0.44279999999999997,0.24534501642935377,0.7546549835706462,4.928,1.8477025442655586,0.10039583333333334,0.10039583333333334,0.0,0.0,12.891932049252192,0.3493975903614458,0.314,0.0,20,7579,7.184508737135531,42.044,1.128,4.456819692494633,9.014903068900962
governance,d2.0_t1.0_r10,2.0,1.0,10,39,500,35694.69315614829,446.18366445185364,0.45345,0.23305377405032068,0.7669462259496793,4.724,1.976302430910067,0.09860833333333334,0.09860833333333334,0.0,0.0,12.911197101057477,0.3634538152610442,0.284,0.0,23,7773,7.0144000567115725,41.504,1.161011,3.6730400397854392,10.68687562428215
governance,d2.0_t1.0_r10,2.0,1.0,10,40,500,37348.24341798249,466.8530427247812,0.4294,0.25355980471928397,0.746440195280716,4.986,2.053088238557581,0.10259583333333333,0.10259583333333333,0.0,0.0,13.490830293201634,0.3614457831325301,0.34,0.0,17,7339,7.973443912068277,43.008,1.128,4.198473149165534,10.403243736250115
governance,d2.0_t1.0_r10,2.0,1.0,10,41,500,34586.76999499131,432.33462493739137,0.44935,0.23237179487179488,0.7676282051282051,4.64,1.9490768736550834,0.09930416666666667,0.09930416666666667,0.0,0.0,12.612392639518362,0.3654618473895582,0.288,0.0,14,7664,7.061811980315661,41.874,1.1695229008,3.2963264380929584,11.054021252521355
governance,d2.0_t1.0_r10,2.0,1.0,10,42,500,40727.650149299116,509.09562686623894,0.445975,0.24400564174894218,0.7559943582510578,4.844,1.9028437850002504,0.0998125,0.0998125,0.002,0.002,13.189716077021929,0.3534136546184739,0.32,0.0,19,7504,8.653955077909044,41.926,1.14035,4.018975149328301,12.26084023370519
governance,d2.0_t1.0_r10,2.0,1.0,10,43,500,38666.36617908686,483.3295772385857,0.4612,0.23148058016158862,0.7685194198384113,4.756,2.213173773614861,0.0971875,0.0971875,0.002,0.002,12.56873686338963,0.3353413654618474,0.286,0.0,26,7895,7.729645038708366,40.792,1.179349329578,3.7951155546841364,12.409605304880879
governance,d2.0_t1.0_r10,2.0,1.0,10,44,500,37673.89486404739,470.92368580059235,0.4483,0.25254502740798745,0.7474549725920125,5.16,2.0208806165047806,0.1001625,0.1001625,0.0,0.0,12.620534099421418,0.3514056224899598,0.33,0.0,26,7636,7.863646609329898,41.714,1.1392174588,4.008574227329022,10.320286229088786
governance,d2.0_t1.0_r10,2.0,1.0,10,45,500,39547.50226963809,494.3437783704761,0.441625,0.25971990990108706,0.7402800900989129,5.304,2.0138403719296805,0.10159583333333333,0.10159583333333333,0.002,0.002,13.180332660714567,0.321285140562249,0.368,0.0,20,7559,8.033803117765402,42.292,1.18494848,4.71508251778329,9.54272436304448
governance,d2.0_t1.0_r10,2.0,1.0,10,46,500,40075.55244591398,500.9444055739247,0.43425,0.24708529351605646,0.7529147064839435,4.832,2.173025477333519,0.10197916666666666,0.10197916666666666,0.0,0.0,13.523677949843629,0.35943775100401604,0.322,0.0,18,7362,8.590688849362635,43.022,1.140686688262,4.767743763730814,12.440586653399727
governance,d2.0_t1.0_r10,2.0,1.0,10,47,500,37883.30899975156,473.5413624968945,0.44945,0.24095781985772968,0.7590421801422703,4.81,1.9804841283855747,0.099425,0.099425,0.0,0.0,12.846008072887404,0.3534136546184739,0.314,0.0,18,7576,7.877264930847202,41.782,1.215616,4.1978996636789665,10.754665857833693
governance,d2.0_t1.0_r10,2.0,1.0,10,48,500,38664.048411566866,483.3006051445858,0.438375,0.2524154589371981,0.7475845410628019,5.016,1.7539713738205243,0.10129166666666667,0.10129166666666667,0.0,0.0,13.117459820173329,0.3273092369477912,0.33,0.0,21,7428,8.274334918857802,42.448,1.128,4.161753631866828,11.234339964425642
governance,d2.0_t1.0_r10,2.0,1.0,10,49,500,36417.4413158519,455.2180164481488,0.44595,0.24950416501388337,0.7504958349861166,5.032,1.900683797057114,0.1003,0.1003,0.0,0.0,12.880947502049757,0.3453815261044177,0.328,0.0,19,7568,7.666719908429951,41.916,1.157534,3.514391963579871,11.419891350474785
governance,d2.0_t1.0_r10,2.0,1.0,10,50,500,37942.111929568164,474.27639911960205,0.45295,0.24619762535570602,0.753802374644294,5.018,1.6340183711438578,0.09907916666666666,0.09907916666666666,0.0,0.0,13.017240733214562,0.3132530120481928,0.338,0.0,17,7682,7.719059722957148,41.42,1.190864,4.342547461195925,11.251380982917677
governance,d2.0_t1.0_r25,2.0,1.0,25,1,500,36874.98747556214,460.9373434445268,0.447125,0.24337944664031622,0.7566205533596838,4.926,2.0434400749593067,0.09970416666666666,0.09970416666666666,0.0,0.0,13.040853026415466,0.3413654618473896,0.308,0.0,19,7657,7.4817007984775,41.72,1.147238148,4.673514746837775,10.202291937562647
governance,d2.0_t1.0_r25,2.0,1.0,25,2,500,36332.42631137194,454.15532889214927,0.44495,0.2381662688941925,0.7618337311058074,4.79,2.4448240246125135,0.09981666666666666,0.09981666666666666,0.0,0.0,12.96708972220399,0.3132530120481928,0.304,0.0,16,7661,7.2429020479345,41.976,1.128,4.773978242474556,9.479969152968282
governance,d2.0_t1.0_r25,2.0,1.0,25,3,500,32159.989954007015,401.9998744250877,0.44715,0.23310675729708116,0.7668932427029188,4.664,1.775911272308548,0.099525,0.099525,0.0,0.0,13.0384720717177,0.35943775100401604,0.296,0.0,19,7672,6.567758994102564,41.948,1.164734,3.707684622881272,11.00434758196389
governance,d2.0_t1.0_r25,2.0,1.0,25,4,500,36432.84962830867,455.4106203538584,0.433625,0.24879647649288128,0.7512035235071187,4.858,1.9429534069681649,0.10230416666666667,0.10230416666666667,0.0,0.0,12.84930823708171,0.3714859437751004,0.336,0.0,19,7334,7.876595845969523,43.134,1.16455584,3.4913647915961876,12.477315556145765
governance,d2.0_t1.0_r25,2.0,1.0,25,5,500,35766.75195141484,447.08439939268544,0.45045,0.2467278765383864,0.7532721234616135,5.052,1.8404136184035162,0.09955416666666667,0.09955416666666667,0.0,0.0,13.075427679284997,0.3473895582329317,0.324,0.0,18,7712,7.026442527506244,41.58,1.1407312,4.051894417443958,9.991366830078798
governance,d2.0_t1.0_r25,2.0,1.0,25,6,500,39422.12795863153,492.7765994828941,0.44585,0.24471359078725305,0.7552864092127469,4.93,1.9436063175432199,0.1002875,0.1002875,0.0,0.0,12.780740318618577,0.3192771084337349,0.316,0.0,18,7608,8.011295541658159,42.102,1.132988406,4.3867717658414715,11.438327282910357
governance,d2.0_t1.0_r25,2.0,1.0,25,7,500,38205.890833769045,477.57363542211306,0.438875,0.24769001490312967,0.7523099850968703,4.986,2.0513526436769,0.10100833333333334,0.10100833333333334,0.002,0.002,13.313086022918291,0.3393574297188755,0.322,0.0,16,7572,7.842167100921527,42.25,1.134635,4.149219508780314,11.19323626116886
governance,d2.0_t1.0_r25,2.0,1.0,25,8,500,39237.52201364733,490.46902517059164,0.442175,0.241807796372382,0.758192203627618,4.826,2.1289779864002654,0.10063333333333334,0.10063333333333334,0.0,0.0,13.21330105426939,0.3534136546184739,0.33,0.0,16,7566,8.050656421163051,42.354,1.128,5.6495312174095265,11.213379285853145
governance,d2.0_t1.0_r25,2.0,1.0,25,9,500,36719.21837457108,458.9902296821385,0.441225,0.24397377710539586,0.7560262228946042,4.838,1.60850533748845,0.1007,0.1007,0.0,0.0,12.856624199619906,0.3493975903614458,0.318,0.0,18,7496,7.645305290988203,42.396,1.128,4.378415646459256,9.983707212022425
governance,d2.0_t1.0_r25,2.0,1.0,25,10,500,37299.39665928106,466.24245824101325,0.433625,0.2527910685805423,0.7472089314194577,5.072,2.151120128863225,0.10230833333333333,0.10230833333333333,0.0,0.0,13.204424271676817,0.3534136546184739,0.358,0.0,16,7496,7.616358499589871,42.884,1.128,5.782752749764615,11.274399760006421
governance,d2.0_t1.0_r25,2.0,1.0,25,11,500,39867.50496764139,498.34381209551736,0.44625,0.24658073403522582,0.7534192659647742,5.012,2.041565066813643,0.10002916666666667,0.10002916666666667,0.0,0.0,12.984237790449832,0.3313253012048193,0.314,0.0,22,7657,7.93843715675998,41.824,1.136844,5.326375405500157,10.865427456165696
governance,d2.0_t1.0_r25,2.0,1.0,25,12,500,36764.19852917541,459.5524816146926,0.460825,0.23684210526315788,0.7631578947368421,4.86,2.0715638884873115,0.09753333333333333,0.09753333333333333,0.0,0.0,12.501321421555822,0.321285140562249,0.28,0.0,20,7830,7.2059920037547744,40.768,1.1569104000000001,3.905318774447552,9.317915058344715
governance,d2.0_t1.0_r25,2.0,1.0,25,13,500,39335.9758284108,491.699697855135,0.450675,0.24077746925823085,0.7592225307417692,4.856,1.7473063619322233,0.0992875,0.0992875,0.0,0.0,12.776149231074486,0.37349397590361444,0.32,0.0,17,7656,8.14669532168048,41.674,1.128,4.074403658637377,10.34859445004414
governance,d2.0_t1.0_r25,2.0,1.0,25,14,500,38367.20744262033,479.59009303275417,0.441275,0.25191447041272996,0.74808552958727,5.066,2.293812597460547,0.1010875,0.1010875,0.0,0.0,13.078013096793203,0.3273092369477912,0.366,0.0,19,7522,7.797081590728346,42.312,1.242815026008,5.54725107438108,9.71620047971416
governance,d2.0_t1.0_r25,2.0,1.0,25,15,500,38219.7776676623,477.74722084577877,0.436925,0.24533629121710196,0.754663708782898,4.866,2.0098228893802697,0.1014875,0.1014875,0.0,0.0,13.423239595262604,0.35542168674698793,0.34,0.0,16,7484,8.03355670205276,42.722,1.181796,4.363421178003706,10.263177573179075
governance,d2.0_t1.0_r25,2.0,1.0,25,16,500,37862.96902381188,473.2871127976485,0.4503,0.24067495559502664,0.7593250444049734,4.878,2.173671124156913,0.09918333333333333,0.09918333333333333,0.0,0.0,12.93627416346008,0.3433734939759036,0.314,0.0,20,7695,7.750008728404561,41.506,1.155741,3.989184385181714,9.574257994559519
governance,d2.0_t1.0_r25,2.0,1.0,25,17,500,39230.524688849306,490.3815586106163,0.452675,0.23678689179738235,0.7632131082026177,4.74,1.8922159089060913,0.0983125,0.0983125,0.0,0.0,12.805950777849453,0.3232931726907631,0.3,0.0,17,7639,8.041049921189053,41.24,1.16856,4.016380250471195,10.162417762469403
governance,d2.0_t1.0_r25,2.0,1.0,25,18,500,37247.01299761957,465.5876624702446,0.4381,0.2472967561073288,0.7527032438926712,4.94,2.0040307345009065,0.10135,0.10135,0.0,0.0,13.106008580254942,0.3413654618473896,0.322,0.0,18,7518,7.618636851041942,42.462,1.13458,4.855335726817381,10.862996783812857
governance,d2.0_t1.0_r25,2.0,1.0,25,19,500,36553.23271054102,456.9154088817628,0.459875,0.24057886557886557,0.7594211344211345,4.954,2.1385288547029635,0.09754166666666667,0.09754166666666667,0.0,0.0,12.483364109505962,0.36947791164658633,0.306,0.0,18,7819,7.286991144262199,40.654,1.188685548384,4.015769425984336,11.514590125779486
governance,d2.0_t1.0_r25,2.0,1.0,25,20,500,37663.24228264082,470.7905285330103,0.435375,0.25375541889303355,0.7462445811069665,5.034,2.1484139077100317,0.10214166666666667,0.10214166666666667,0.0,0.0,13.274280334563931,0.36947791164658633,0.344,0.0,15,7402,7.884535183864839,42.846,1.128,5.467304386136221,9.589560430752645
governance,d2.0_t1.0_r25,2.0,1.0,25,21,500,34845.77957934307,435.5722447417884,0.465175,0.23102342307318496,0.7689765769268151,4.754,1.830086227167691,0.09642916666666666,0.09642916666666666,0.0,0.0,12.341049243581535,0.3514056224899598,0.296,0.0,18,7912,6.826573938473552,40.304,1.128,3.5826157474710225,8.376288098995081
governance,d2.0_t1.0_r25,2.0,1.0,25,22,500,41393.384783260655,517.4173097907582,0.44445,0.25392722211175184,0.7460727778882481,5.108,2.5633036398661724,0.10048750000000001,0.10048750000000001,0.0,0.0,13.214519053119288,0.36947791164658633,0.34,0.0,19,7504,8.553961089103607,41.974,1.19670432,5.129311911709883,10.986067533545711
governance,d2.0_t1.0_r25,2.0,1.0,25,23,500,37014.61770150746,462.68272126884324,0.458825,0.23929056018608258,0.7607094398139174,4.938,1.6379566035503017,0.09769583333333333,0.09769583333333333,0.0,0.0,12.675988881663239,0.3433734939759036,0.3,0.0,26,7849,7.183307932322722,40.764,1.128,4.156511098855489,9.202867676922356
governance,d2.0_t1.0_r25,2.0,1.0,25,24,500,41501.97104581727,518.7746380727159,0.433325,0.25812638804764787,0.7418736119523521,5.114,1.8583194202238364,0.1020875,0.1020875,0.0,0.0,13.602673465666028,0.3393574297188755,0.354,0.0,21,7349,8.952315657556857,42.658,1.13458,4.880983254294305,13.229214564788116
governance,d2.0_t1.0_r25,2.0,1.0,25,25,500,36532.88177325296,456.66102216566196,0.45025,0.2454988560628668,0.7545011439371332,4.936,1.9220849997233385,0.09929166666666667,0.09929166666666667,0.0,0.0,12.570259121209126,0.3092369477911647,0.322,0.0,17,7585,7.565763566157648,41.552,1.128,3.8242641387388976,11.795119007945017
governance,d2.0_t1.0_r25,2.0,1.0,25,26,500,37922.14447658293,474.0268059572866,0.442925,0.24395604395604395,0.756043956043956,4.884,2.1754094837027003,0.10057083333333333,0.10057083333333333,0.0,0.0,13.044240459702651,0.35542168674698793,0.33,0.0,16,7568,7.94571860212424,42.214,1.15916,3.9860265588707073,9.46192746643628
governance,d2.0_t1.0_r25,2.0,1.0,25,27,500,37379.23264581768,467.24040807272104,0.45975,0.23831365277642236,0.7616863472235776,4.884,1.6485672160978562,0.097425,0.097425,0.0,0.0,12.653924509587483,0.40562248995983935,0.308,0.0,21,7805,7.419689744902968,40.702,1.2083878239999999,3.695017827342979,11.629872658254193
governance,d2.0_t1.0_r25,2.0,1.0,25,28,500,37688.77011009725,471.1096263762156,0.451825,0.2367536575721629,0.7632463424278371,4.79,1.974916685530499,0.09874166666666667,0.09874166666666667,0.002,0.002,12.696198251929678,0.3534136546184739,0.298,0.0,19,7721,7.632116934603911,41.444,1.17944352,4.2855537330486015,9.233132349798385
governance,d2.0_t1.0_r25,2.0,1.0,25,29,500,35715.49635325474,446.44370441568424,0.441175,0.2511456465431361,0.7488543534568639,5.042,1.8698856230633514,0.10104166666666667,0.10104166666666667,0.0,0.0,13.098905869907487,0.3433734939759036,0.328,0.0,17,7517,7.520090186260305,42.22,1.128,3.7771622367798607,11.108734315153756
governance,d2.0_t1.0_r25,2.0,1.0,25,30,500,37595.4791419253,469.9434892740663,0.44875,0.2480916030534351,0.7519083969465649,5.07,1.9392047502335543,0.09940833333333333,0.09940833333333333,0.0,0.0,12.700640015827403,0.3192771084337349,0.336,0.0,19,7683,7.493060846094795,41.398,1.12898,4.6408884756541555,9.786548544828639
governance,d2.0_t1.0_r25,2.0,1.0,25,31,500,39695.43651098343,496.1929563872929,0.43315,0.25717727363983134,0.7428227263601687,5.124,1.9112082894317717,0.10249166666666666,0.10249166666666666,0.002,0.002,13.396829625523958,0.3714859437751004,0.352,0.0,17,7400,8.475117189696103,42.89,1.2614600358296,4.576555799135984,13.283663808080858
governance,d2.0_t1.0_r25,2.0,1.0,25,32,500,36319.65888905589,453.99573611319863,0.45485,0.24008268530367163,0.7599173146963284,4.878,2.0983361698777574,0.098425,0.098425,0.0,0.0,12.33168505581357,0.3514056224899598,0.314,0.0,18,7720,7.418689387425114,41.15,1.213709712336,3.3413897362409473,10.266106114938767
governance,d2.0_t1.0_r25,2.0,1.0,25,33,500,39295.50437448154,491.1938046810193,0.429675,0.2571573604060914,0.7428426395939086,5.066,2.035612774527165,0.10275833333333334,0.10275833333333334,0.0,0.0,13.595724514172193,0.3373493975903614,0.346,0.0,18,7317,8.54274323439428,43.068,1.1516,4.746517620896944,11.07380856288042
governance,d2.0_t1.0_r25,2.0,1.0,25,34,500,39209.165721718964,490.11457152148705,0.441075,0.24942654831953726,0.7505734516804627,5.002,1.6823349082397576,0.10112083333333334,0.10112083333333334,0.0,0.0,13.156883854669843,0.38353413654618473,0.334,0.0,20,7526,8.055372767945755,42.374,1.16679079,4.744039260002299,10.360493782354707
governance,d2.0_t1.0_r25,2.0,1.0,25,35,500,35878.950175873506,448.4868771984188,0.44295,0.24325674325674326,0.7567432567432567,4.87,1.8097803176375074,0.10051666666666667,0.10051666666666667,0.0,0.0,13.286132166980035,0.3473895582329317,0.326,0.0,17,7575,7.56235217630282,42.224,1.128,3.909613265773063,10.185791113104765
governance,d2.0_t1.0_r25,2.0,1.0,25,36,500,37049.626602591394,463.1203325323924,0.43125,0.24426078971533516,0.7557392102846648,4.788,2.3352366189414164,0.1020625,0.1020625,0.0,0.0,13.261687041536039,0.3634538152610442,0.352,0.0,16,7407,7.930523835447245,43.052,1.128,5.036085602570835,12.325609852353708
governance,d2.0_t1.0_r25,2.0,1.0,25,37,500,36345.017509948026,454.3127188743503,0.44865,0.23929747530186607,0.7607025246981339,4.796,1.8811457261837803,0.09937916666666667,0.09937916666666667,0.0,0.0,12.83479908947377,0.3473895582329317,0.304,0.0,16,7623,7.466321148718013,41.742,1.2346582,3.842123647811268,11.568860468490268
governance,d2.0_t1.0_r25,2.0,1.0,25,38,500,35762.36608903144,447.02957611289304,0.44279999999999997,0.24534501642935377,0.7546549835706462,4.928,1.8477025442655586,0.10039583333333334,0.10039583333333334,0.0,0.0,12.891932049252192,0.3493975903614458,0.314,0.0,20,7579,7.184508737135531,42.044,1.128,4.456819692494633,9.014903068900962
governance,d2.0_t1.0_r25,2.0,1.0,25,39,500,35694.69315614829,446.18366445185364,0.45345,0.23305377405032068,0.7669462259496793,4.724,1.976302430910067,0.09860833333333334,0.09860833333333334,0.0,0.0,12.911197101057477,0.3634538152610442,0.284,0.0,23,7773,7.0144000567115725,41.504,1.161011,3.6730400397854392,10.68687562428215
governance,d2.0_t1.0_r25,2.0,1.0,25,40,500,37348.24341798249,466.8530427247812,0.4294,0.25355980471928397,0.746440195280716,4.986,2.053088238557581,0.10259583333333333,0.10259583333333333,0.0,0.0,13.490830293201634,0.3614457831325301,0.34,0.0,17,7339,7.973443912068277,43.008,1.128,4.198473149165534,10.403243736250115
governance,d2.0_t1.0_r25,2.0,1.0,25,41,500,34586.76999499131,432.33462493739137,0.44935,0.23237179487179488,0.7676282051282051,4.64,1.9490768736550834,0.09930416666666667,0.09930416666666667,0.0,0.0,12.612392639518362,0.3654618473895582,0.288,0.0,14,7664,7.061811980315661,41.874,1.1695229008,3.2963264380929584,11.054021252521355
governance,d2.0_t1.0_r25,2.0,1.0,25,42,500,40727.650149299116,509.09562686623894,0.445975,0.24400564174894218,0.7559943582510578,4.844,1.9028437850002504,0.0998125,0.0998125,0.002,0.002,13.189716077021929,0.3534136546184739,0.32,0.0,19,7504,8.653955077909044,41.926,1.14035,4.018975149328301,12.26084023370519
